ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
113994,"Teunis ""Teun"" Sprong",M,35,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,NA
114222,"Hyla Bristow ""Henry"" Stallard",M,23,186,75,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 800 metres,NA
114222,"Hyla Bristow ""Henry"" Stallard",M,23,186,75,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",Bronze
114452,Ralph Stewart Starr,M,21,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 5,000 metres",NA
114928,"Oskar Albinus ""Albin"" Stenroos",M,35,173,64,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,Gold
115057,"Thophilus Gerardus ""Gerard"" Steurs",M,22,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,NA
115097,"William Edwards ""Bill"" Stevenson",M,23,183,77,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
115189,Christiaan Lodewijk Steyn,M,26,NA,NA,South Africa,RSA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,NA
115728,Walter Strebi,M,20,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
115959,"Arthur Addison ""Art"" Studenroth",M,24,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Individual",NA
115959,"Arthur Addison ""Art"" Studenroth",M,24,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",Silver
116935,Artur Hjalmar Slve Svensson,M,23,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,NA
116935,Artur Hjalmar Slve Svensson,M,23,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
117011,Antonn Svoboda,M,24,NA,NA,Czechoslovakia,TCH,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
117138,Stanisaw Dominik witochowski,M,24,NA,NA,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,NA
117470,Stefan Szelestowski,M,23,176,67,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 5,000 metres",NA
117470,Stefan Szelestowski,M,23,176,67,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",NA
117479,Aleksander Szenajch,M,19,171,70,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
117479,Aleksander Szenajch,M,19,171,70,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,NA
118069,"Samuel Rafael ""Sameli"" Tala",M,30,175,67,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",Gold
118115,Ioannis Talianos,M,NA,NA,NA,Greece,GRE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,NA
118115,Ioannis Talianos,M,NA,NA,NA,Greece,GRE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,NA
118115,Ioannis Talianos,M,NA,NA,NA,Greece,GRE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,NA
118453,Sasago Tani,M,29,NA,NA,Japan,JPN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
118453,Sasago Tani,M,29,NA,NA,Japan,JPN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,NA
118684,Kikunosuke Tashiro,M,27,NA,NA,Japan,JPN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,NA
118749,Wilfrid George Tatham,M,25,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,NA
118910,John Coard Taylor,M,23,180,73,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,NA
118927,Frederick Morgan Taylor,M,21,185,75,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,Gold
119089,Guillaume Tell,M,21,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
119533,Valry Andr Thard,M,18,164,52,Haiti,HAI,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
119533,Valry Andr Thard,M,18,164,52,Haiti,HAI,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,NA
119904,Enrique R. Thompson,M,26,183,76,Argentina,ARG,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,NA
120091,Henri Kristian Thorsen,M,30,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,NA
120091,Henri Kristian Thorsen,M,30,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,NA
120091,Henri Kristian Thorsen,M,30,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,NA
120160,Sven Eugen Thuresson,M,23,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
120160,Sven Eugen Thuresson,M,23,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Individual",NA
120160,Sven Eugen Thuresson,M,23,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",NA
120229,"Willard Lewis Tibbetts, Jr.",M,21,170,59,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",Bronze
120997,Edward James Toms,M,24,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,NA
120997,Edward James Toms,M,24,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
121232,Enrico Torre,M,22,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
121232,Enrico Torre,M,22,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,NA
122104,Mogens Borch Truelsen,M,22,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
122104,Mogens Borch Truelsen,M,22,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,NA
122104,Mogens Borch Truelsen,M,22,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,NA
122427,Anton Tsvetanov,M,NA,NA,NA,Bulgaria,BUL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
123152,Alfredo Ugarte,M,NA,NA,NA,Chile,CHI,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,NA
123942,Armando Valente,M,21,170,68,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 10 kilometres Walk,NA
124260,Flicien Van De Putte,M,NA,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,NA
124300,"Marinus ""Rinus"" van den Berge",M,24,171,65,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
124300,"Marinus ""Rinus"" van den Berge",M,24,171,65,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,NA
124300,"Marinus ""Rinus"" van den Berge",M,24,171,65,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
124490,Joseph Christian Van Der Wee,M,21,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",NA
124699,Johannes Hendrik van Kampen,M,24,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
124699,Johannes Hendrik van Kampen,M,24,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,NA
124844,Oscar Emile van Rappard,M,28,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,NA
124844,Oscar Emile van Rappard,M,28,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,NA
125100,Camiel Vandevelde,M,21,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 5,000 metres",NA
125100,Camiel Vandevelde,M,21,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
125711,Fabin Velasco Coello,M,22,NA,NA,Spain,ESP,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",NA
125711,Fabin Velasco Coello,M,22,NA,NA,Spain,ESP,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Individual",NA
125711,Fabin Velasco Coello,M,22,NA,NA,Spain,ESP,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",NA
125859,Vasil Venkov,M,NA,NA,NA,Bulgaria,BUL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
126007,Georges Verger,M,NA,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,NA
126435,Roger Viel,M,21,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,NA
126591,Belisario Villacs,M,NA,NA,NA,Ecuador,ECU,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,NA
126700,Anthony Joseph Vince,M,21,NA,NA,Canada,CAN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
126700,Anthony Joseph Vince,M,21,NA,NA,Canada,CAN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,NA
128985,Ray Bates Watson,M,25,181,68,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",NA
129010,John Nickerson Watters,M,20,180,64,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 800 metres,NA
129018,Hubert Gordon A. Watts,M,30,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 10 kilometres Walk,NA
129106,George Joseph Webber,M,28,175,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",Silver
129176,"Joseph Edward ""Eddie"" Webster",M,21,170,63,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",NA
129176,"Joseph Edward ""Eddie"" Webster",M,21,170,63,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Individual",NA
129176,"Joseph Edward ""Eddie"" Webster",M,21,170,63,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",NA
129464,Zygmunt Eugeniusz Weiss,M,21,180,78,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
129464,Zygmunt Eugeniusz Weiss,M,21,180,78,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,NA
129479,Carl Gustaf Olof Wejnarth,M,22,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,NA
129479,Carl Gustaf Olof Wejnarth,M,22,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
129613,Frank Edward Wendling,M,26,163,NA,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,NA
130125,Curt Andr Wiberg,M,25,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
130125,Curt Andr Wiberg,M,25,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 100 metres Relay,NA
130165,Emil Edvin Wide (Hermansson-),M,28,170,62,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 5,000 metres",Bronze
130165,Emil Edvin Wide (Hermansson-),M,28,170,62,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",Silver
130165,Emil Edvin Wide (Hermansson-),M,28,170,62,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",NA
130165,Emil Edvin Wide (Hermansson-),M,28,170,62,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Individual",NA
130165,Emil Edvin Wide (Hermansson-),M,28,170,62,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",NA
130418,"Erik Wilhelm ""Erkka"" Wiln",M,25,180,73,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,NA
130418,"Erik Wilhelm ""Erkka"" Wiln",M,25,180,73,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,Silver
130418,"Erik Wilhelm ""Erkka"" Wiln",M,25,180,73,Finland,FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,NA
130620,Joseph E. Williams,M,NA,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Individual",NA
130620,Joseph E. Williams,M,NA,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Team",NA
130656,Ralph August Williams,M,23,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,NA
130823,Eric Colquhoun Wilson,M,23,183,73,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres,NA
131083,Ren Joseph Wiriath,M,24,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 800 metres,NA
131083,Ren Joseph Wiriath,M,24,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",NA
131697,Duncan MacLeod Wright,M,27,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,NA
134224,Jan Zeegers,M,22,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",NA
134224,Jan Zeegers,M,22,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 5,000 metres",NA
134224,Jan Zeegers,M,22,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
134972,Stanisaw Ziffer,M,19,NA,NA,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 5,000 metres",NA
134972,Stanisaw Ziffer,M,19,NA,NA,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
134972,Stanisaw Ziffer,M,19,NA,NA,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",NA
135364,Vittorio Zucca,M,28,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
135427,Frank Thomas Zuna,M,31,175,69,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,NA
142,"David ""Dave"" Abbott",M,26,183,75,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 5,000 metres",NA
281,S. Abdul Hamid,M,NA,NA,NA,India,IND,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,NA
281,S. Abdul Hamid,M,NA,NA,NA,India,IND,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,NA
838,Ralph Andrew Adams,M,20,170,56,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
838,Ralph Andrew Adams,M,20,170,56,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,NA
838,Ralph Andrew Adams,M,20,170,56,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,NA
909,Andr Adelheim,M,22,177,70,France,FRA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,NA
1051,"Mechelina Agnes Elisabeth ""Lies"" Aengenendt",F,20,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 100 metres,NA
1051,"Mechelina Agnes Elisabeth ""Lies"" Aengenendt",F,20,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,NA
1137,"William Ashby ""Bill"" Agee",M,22,NA,NA,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Marathon,NA
1543,Iwao Aizawa,M,21,NA,NA,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
1543,Iwao Aizawa,M,21,NA,NA,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,NA
1543,Iwao Aizawa,M,21,NA,NA,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,NA
2305,Eduardo Luis Albe,M,28,172,66,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
2384,Lothar Albrich,M,NA,NA,NA,Romania,ROU,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,NA
2440,"Frederick Pitt ""Fred"" Alderman",M,22,177,75,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
3136,scar Alvarado,M,NA,NA,NA,Chile,CHI,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
3768,Ove Andersen,M,28,178,70,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
3862,"Stephen Eugene ""Steve"" Anderson",M,22,190,77,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Silver
3883,Albert Per Andersson,M,26,NA,NA,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,NA
5190,Pierre Arnaudin,M,31,NA,NA,France,FRA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,NA
5464,Haydar Aan,M,NA,NA,NA,Turkey,TUR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,NA
5535,"Stanley ""Stan"" Ashby",M,20,NA,NA,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 1,500 metres",NA
5831,"Sidney James Montford ""Sid"" Atkinson",M,27,186,76,South Africa,RSA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
5831,"Sidney James Montford ""Sid"" Atkinson",M,27,186,76,South Africa,RSA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Gold
6048,Gilbert Ren  Auvergne,M,22,163,64,France,FRA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
6048,Gilbert Ren  Auvergne,M,22,163,64,France,FRA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,NA
6215,Mehmet Ali Aybar,M,19,NA,NA,Turkey,TUR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
6215,Mehmet Ali Aybar,M,19,NA,NA,Turkey,TUR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,NA
6506,Gottlieb Bach,M,28,NA,NA,Denmark,DEN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Marathon,NA
6944,George Hetzel Baird,M,21,175,66,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
7280,"James Allan ""Jimmy"" Ball",M,25,180,69,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,Silver
7280,"James Allan ""Jimmy"" Ball",M,25,180,69,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
7701,Georges Lon Baraton,M,24,NA,NA,France,FRA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 800 metres,NA
7784,"Raymond James ""Ray"" Barbuti",M,22,183,82,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,Gold
7784,"Raymond James ""Ray"" Barbuti",M,22,183,82,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
8121,Jos Eduardo Barrientos Schweyer,M,24,181,70,Cuba,CUB,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
8207,Lszl Barsi (Tomaschek-),M,23,NA,NA,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,NA
8207,Lszl Barsi (Tomaschek-),M,23,NA,NA,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 800 metres,NA
8207,Lszl Barsi (Tomaschek-),M,23,NA,NA,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,NA
8289,Johann Bartl,M,22,NA,NA,Czechoslovakia,TCH,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
8289,Johann Bartl,M,22,NA,NA,Czechoslovakia,TCH,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,NA
8289,Johann Bartl,M,22,NA,NA,Czechoslovakia,TCH,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,NA
8289,Johann Bartl,M,22,NA,NA,Czechoslovakia,TCH,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,NA
8318,Nello Bartolini,M,23,167,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
8371,Alberto Barucco,M,22,176,66,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
8371,Alberto Barucco,M,22,176,66,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,NA
9101,"Walter ""Wally"" Beavers",M,24,167,59,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 5,000 metres",NA
9101,"Walter ""Wally"" Beavers",M,24,167,59,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 10,000 metres",NA
9122,Luigi Beccali,M,20,169,63,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 1,500 metres",NA
9283,Seghir Beddari,M,26,166,53,France,FRA,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 5,000 metres",NA
9283,Seghir Beddari,M,26,166,53,France,FRA,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 10,000 metres",NA
9639,"Florence Isabel ""Jane"" Bell (-Walker, -Doane)",F,17,169,58,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 100 metres,NA
9639,"Florence Isabel ""Jane"" Bell (-Walker, -Doane)",F,17,169,58,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
9653,"Reginald Dalton ""Reggie"" Bell",M,23,NA,NA,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 1,500 metres",NA
9726,Gyula Belloni,M,24,NA,NA,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 1,500 metres",NA
9956,"Stylianos ""Stelios"" Benardis",M,NA,NA,NA,Greece,GRE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,NA
10269,"Adolph Franz Marie ""Dolf"" Benz",M,19,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
10833,Grald Bertheloot,M,NA,NA,NA,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 800 metres,NA
10872,Romeo Bertini,M,35,NA,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Marathon,NA
11328,Norman Stevenson Biddulph,M,24,NA,NA,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
11439,"Herbert James ""Herb"" Bignall",M,22,NA,NA,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Marathon,NA
11622,Klemens Biniakowski,M,25,172,62,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 400 metres,NA
11622,Klemens Biniakowski,M,25,172,62,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,NA
12260,"Charles Edward ""Joe"" Blewitt",M,32,NA,NA,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
12531,Herbert Oskar Bcher,M,25,172,63,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 1,500 metres",NA
12654,"Delores Halpin ""Dee"" Boeckmann",F,21,173,54,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 800 metres,NA
13047,"Wilhelm Andreas ""Willi"" Boltze",M,23,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 5,000 metres",NA
13176,Luisa Bonfanti,F,NA,NA,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 100 metres,NA
13176,Luisa Bonfanti,F,NA,NA,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,NA
13353,"Jacob ""Jaap"" Boot",M,25,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,NA
13387,"Charles Edward ""Charley"" Borah",M,22,178,68,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,NA
